# experiment P-101 (R-101)
# hypothesis: M-372 SAYS THE DUALS ACCUMULATE CROSSINGS IN AN ORDER THAT AXIS RELABELLING PERMUTES, AND POINTS AT M-177. But M-177 is about NEGATION equivariance -- 'reordering cannot buy negation equivariance, and the obstruction is structural' -- and octahedral relabelling is a different group action. THE EVIDENCE THAT THE TWO ARE NOT THE SAME CASE IS IN p-61.csv: dual_contouring and manifold_dual_contouring already reach 48 on 3 OF 16 ROWS, which a structural obstruction would not permit. So the open question is narrow and cheap: does accumulating in a RELABELLING-INVARIANT order -- sorting the crossings by a key that is a function of the cell's geometry rather than of the axis indices -- take the duals from 3 of 16 to 16 of 16? Note M-24 and M-175: magnitude-ordered sums were real and insufficient once, and 'ties need no tie-break' survived 9,600 trials and fell to the first test about the tie itself -- so the key must be total and its tie-break must itself be invariant, which is registered here rather than discovered. (C1) With crossings accumulated in an order keyed on (|value|, |offset|) with an invariant tie-break, dual_contouring reaches 48 on at least 12 OF 16 rows. (C2) IT IS FREE: no golden hash moves except through the accumulation order itself, and the Hausdorff error is unchanged to 1e-12 -- the same shape as x49's C3. (C3) manifold_dual_contouring does WORSE than dual_contouring, because its cycle partition introduces a second order-dependence the accumulation key cannot reach. SHARE: C2 is a geometric change of zero, asserted rather than hoped.
# falsified by: C1 by under 12, which would mean M-177's obstruction does cover this case and the duals are structurally out of reach. C2 by any geometric change, which would mean the reordering is not a reordering. C3 by the two matching, which would be a stronger result and would mean the cycle partition is already invariant. VACUITY CONTROL: p-61.csv's three already-passing dual rows must still pass, and the tie-break must be exercised -- a count of exact ties in the key is a required column, because M-175 is the precedent for a tie- break that is never tested.
# commit fa17a34 on amd-ryzen-9-5900x-12-core at 2026-08-28T01:27:23Z
field,resolution,extractor,accumulation_key,elements_vertex_exact,elements_vertex_exact_baseline,worst_component_ulp,exact_key_ties,hausdorff_delta,hashes_moved,hashes_moved_expected,c1_holds,c2_holds,c3_holds,arm_abs_value_abs_offset_dual_rows_at_perm_6,arm_abs_value_abs_offset_equivariant_normal_dual_rows_at_perm_6,arm_abs_value_abs_offset_equivariant_normal_golden_hashes_moved,arm_abs_value_abs_offset_equivariant_normal_rows_at_48_dual_contouring,arm_abs_value_abs_offset_equivariant_normal_rows_at_48_manifold,arm_abs_value_abs_offset_golden_hashes_moved,arm_abs_value_abs_offset_rows_at_48_dual_contouring,arm_abs_value_abs_offset_rows_at_48_manifold,arm_edge_slot_dual_rows_at_perm_6,arm_edge_slot_equivariant_normal_dual_rows_at_perm_6,arm_edge_slot_equivariant_normal_golden_hashes_moved,arm_edge_slot_equivariant_normal_rows_at_48_dual_contouring,arm_edge_slot_equivariant_normal_rows_at_48_manifold,arm_edge_slot_golden_hashes_moved,arm_edge_slot_rows_at_48_dual_contouring,arm_edge_slot_rows_at_48_manifold,baseline_matches_p61,baseline_rows_at_48_dual_contouring,baseline_rows_at_48_manifold,bit_identical_to_shipped,block,c1_population,c1_rows_at_48,c3_rows_at_48_manifold,cell_size,cells_solved,counts_identical,crossings_visited,elements_tested,elements_triangle_exact,elements_vertex_exact_p61,first_failing_element,golden_counts_changed,golden_dual_rows,golden_fixture_matches_shipped,golden_hash_committed,hausdorff_arm,hausdorff_shipped,indices_identical,max_hausdorff_delta,mesh_hash_arm,mesh_hash_moved,mesh_hash_shipped,multi_crossing_cells,positions_moved,pure_permutation_exact,pure_permutation_exact_baseline,pure_sign_flip_exact,pure_sign_flip_exact_baseline,replica_bit_identical,share_reachable_before_run,topology_identical,total_key_ties,total_unbreakable_key_ties,triangles,unbreakable_key_ties,vacuity_baseline_rows_still_at_48,vertex_failing_labels,vertices,vertices_baseline,wall_ms,worst_differing_vertices
csg_difference,25,manifold_dual_contouring,edge_slot,2,2,9194649802597484236,92953,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,36848,true,147000,48,1,2,perm=012;sign=-++,0,48,true,,2.652974963645e-2,2.652974963645e-2,true,3.008704396734e-14,e42139d528d63524,false,e42139d528d63524,36848,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1500,17807,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,752,54,88
csg_difference,25,manifold_dual_contouring,abs_value_abs_offset,1,2,9194649802597484232,92953,1.387778780781e-17,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,36848,true,147000,48,1,2,perm=012;sign=-++,0,48,true,,2.652974963645e-2,2.652974963645e-2,true,3.008704396734e-14,7f33fc6555814fe3,true,e42139d528d63524,36848,90,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1500,17807,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,752,35,98
csg_difference,25,manifold_dual_contouring,edge_slot_equivariant_normal,6,2,9194649802597484227,92953,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,36848,true,147000,48,3,2,perm=012;sign=-++,0,48,true,,2.652974963645e-2,2.652974963645e-2,true,3.008704396734e-14,b110433b844004f2,true,e42139d528d63524,36848,16,6,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1500,17839,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,752,54,74
csg_difference,25,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,1,2,9194649802597484219,92953,1.387778780781e-17,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.187500000,36848,true,147000,48,1,2,perm=012;sign=-++,0,48,true,,2.652974963645e-2,2.652974963645e-2,true,3.008704396734e-14,40a4cff6874e9174,true,e42139d528d63524,36848,93,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1500,17839,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,752,752,35,84
thin_plate,33,dual_contouring,edge_slot,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,36,0
thin_plate,33,dual_contouring,abs_value_abs_offset,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,26,0
thin_plate,33,dual_contouring,edge_slot_equivariant_normal,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,36,0
thin_plate,33,dual_contouring,abs_value_abs_offset_equivariant_normal,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,26,0
thin_plate,33,manifold_dual_contouring,edge_slot,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,38,0
thin_plate,33,manifold_dual_contouring,abs_value_abs_offset,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,28,0
thin_plate,33,manifold_dual_contouring,edge_slot_equivariant_normal,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,38,0
thin_plate,33,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,48,48,0,68992,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.125000000,25088,true,99960,48,6,48,none,0,48,true,,1.169756343132e-3,1.169756343132e-3,true,3.008704396734e-14,8d65e9c7970688e8,false,8d65e9c7970688e8,25088,0,6,6,8,8,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,1020,3136,6,,512,512,28,0
thin_plate,25,dual_contouring,edge_slot,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,19,288
thin_plate,25,dual_contouring,abs_value_abs_offset,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,13,288
thin_plate,25,dual_contouring,edge_slot_equivariant_normal,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,19,288
thin_plate,25,dual_contouring,abs_value_abs_offset_equivariant_normal,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,13,288
thin_plate,25,manifold_dual_contouring,edge_slot,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,20,288
thin_plate,25,manifold_dual_contouring,abs_value_abs_offset,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,14,288
thin_plate,25,manifold_dual_contouring,edge_slot_equivariant_normal,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,20,288
thin_plate,25,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,24,24,2,37632,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.187500000,14112,true,56056,48,3,24,perm=012;sign=+-+,0,48,true,,8.035304331665e-2,8.035304331665e-2,true,3.008704396734e-14,63a18f7d6453044f,false,63a18f7d6453044f,14112,0,6,6,4,4,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,572,2352,6,012/+-+|012/--+|012/+--|012/---|021/++-|021/-+-|021/+--|021/---|102/-++|102/--+|102/-+-|102/---|120/-++|120/--+|120/-+-|120/---|201/++-|201/-+-|201/+--|201/---|210/+-+|210/--+|210/+--|210/---,288,288,14,288
gyroid,33,dual_contouring,edge_slot,2,2,9236442247677725528,17591,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.437500000,256760,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.794209840338e-1,2.794209840338e-1,true,3.008704396734e-14,95560e50951d6b1d,false,95560e50951d6b1d,256760,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,13283,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5240,5240,586,2294
gyroid,33,dual_contouring,abs_value_abs_offset,1,2,9236442247677725528,17591,5.606626274357e-15,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,256760,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.794209840338e-1,2.794209840338e-1,true,3.008704396734e-14,07869912b1dc467f,true,95560e50951d6b1d,256760,3687,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,13283,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5240,5240,367,2335
gyroid,33,dual_contouring,edge_slot_equivariant_normal,6,2,9236442247677725528,17591,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,256760,true,1037232,48,3,2,perm=012;sign=-++,0,48,true,,2.794209840338e-1,2.794209840338e-1,true,3.008704396734e-14,f17e340ef4bae008,true,95560e50951d6b1d,256760,907,6,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,14553,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5240,5240,594,1247
gyroid,33,dual_contouring,abs_value_abs_offset_equivariant_normal,1,2,9236442247677725528,17591,5.606626274357e-15,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,256760,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.794209840338e-1,2.794209840338e-1,true,3.008704396734e-14,13f5f5d839f3be05,true,95560e50951d6b1d,256760,3829,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,14553,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5240,5240,374,1308
gyroid,33,manifold_dual_contouring,edge_slot,2,2,9236442247677725528,17297,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.437500000,258132,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.429110308445e-1,2.429110308445e-1,true,3.008704396734e-14,8bca244eee0319b4,false,8bca244eee0319b4,258132,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,13136,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5268,5268,619,2295
gyroid,33,manifold_dual_contouring,abs_value_abs_offset,1,2,9236442247677725528,17297,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,258132,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.429110308445e-1,2.429110308445e-1,true,3.008704396734e-14,31ec3e52375e1aa0,true,8bca244eee0319b4,258132,3693,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,13136,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5268,5268,394,2333
gyroid,33,manifold_dual_contouring,edge_slot_equivariant_normal,6,2,9236442247677725528,17297,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,258132,true,1037232,48,3,2,perm=012;sign=-++,0,48,true,,2.429110308445e-1,2.429110308445e-1,true,3.008704396734e-14,b4c91fcde8330269,true,8bca244eee0319b4,258132,908,6,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,14406,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5268,5268,627,1244
gyroid,33,manifold_dual_contouring,abs_value_abs_offset_equivariant_normal,1,2,9236442247677725528,17297,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.437500000,258132,true,1037232,48,1,2,perm=012;sign=-++,0,48,true,,2.429110308445e-1,2.429110308445e-1,true,3.008704396734e-14,8dcc2670d5234911,true,8bca244eee0319b4,258132,3835,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,10584,14406,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,5268,5268,404,1304
gyroid,25,dual_contouring,edge_slot,2,2,9236213945059555168,11907,0.000000000000e0,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,true,equivariance,16,3,3,0.656250000,109662,true,450408,48,1,2,perm=012;sign=-++,0,48,true,,3.976029662993e-1,3.976029662993e-1,true,3.008704396734e-14,5c4e7f8ac65e0c63,false,5c4e7f8ac65e0c63,109662,0,2,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,4596,9533,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2238,2238,259,1020
gyroid,25,dual_contouring,abs_value_abs_offset,1,2,9236213945059555166,11907,2.220446049250e-16,40,40,false,true,false,8,12,40,3,3,40,3,3,8,32,34,3,3,0,3,3,true,3,3,false,equivariance,16,3,3,0.656250000,109662,true,450408,48,1,2,perm=012;sign=-++,0,48,true,,3.976029662993e-1,3.976029662993e-1,true,3.008704396734e-14,778b4f565702562a,true,5c4e7f8ac65e0c63,109662,1565,1,2,1,1,true,false_the_accumulation_is_already_invariant,true,6304928,1523248,4596,9533,6,012/-++|012/+-+|012/--+|012/++-|012/-+-|012/+--|012/---|021/+++|021/-++|021/+-+|021/--+|021/++-|021/-+-|021/+--|021/---|102/+++|102/-++|102/+-+|102/--+|102/++-|102/-+-|102/+--|102/---|120/+++|120/-++|120/+-+|120/--+|120/++-|120/-+-|120/+--|120/---|201/+++|201/-++|201/+-+|201/--+|201/++-|201/-+-|201/+--|201/---|210/+++|210/-++|210/+-+|210/--+|210/++-|210/-+-|210/+--|210/---,2238,2238,158,1058
