torus,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,808,1.800000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,404,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes,656,2.400000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,328,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes+decider,656,2.400000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,328,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,0,marching_tetrahedra,1824,2.400000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,912,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,0,surface_nets,656,2.400000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,328,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,12,dual_contouring,656,2.400000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,328,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,12,manifold_dual_contouring,656,2.400000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,328,1.400000
torus,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,1824,2.400000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,912,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes,880,3.000000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,440,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes+decider,880,3.000000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,440,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,0,marching_tetrahedra,2688,3.000000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1344,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,0,surface_nets,880,3.000000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,440,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,16,dual_contouring,880,3.000000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,440,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,16,manifold_dual_contouring,880,3.000000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,440,1.400000
torus,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,2688,3.000000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1344,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,marching_cubes,1088,3.600000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,544,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,marching_cubes+decider,1088,3.600000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,544,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,marching_tetrahedra,3448,3.600000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1724,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,surface_nets,1088,3.600000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,544,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,dual_contouring,1088,3.600000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,544,1.400000
torus,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,crate_expected_euler,5,0.700000,0,manifold_dual_contouring,1088,3.600000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,544,1.400000
torus,1,0,4,false,25,13824,4,7,true,true,0,0.166667,4,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,3520,3.600000,0.600000,5,2,1,true,false,none,inf,1,6,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1760,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes,2256,4.800000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1128,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,0,marching_cubes+decider,2256,4.800000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1128,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,0,marching_tetrahedra,6848,4.800000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,3424,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,0,surface_nets,2256,4.800000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1128,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,4,dual_contouring,2256,4.800000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1128,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,4,manifold_dual_contouring,2256,4.800000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,1128,1.400000
torus,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,6928,4.800000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,3464,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,marching_cubes,4848,7.200000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,2424,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,marching_cubes+decider,4848,7.200000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,2424,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,marching_tetrahedra,14944,7.200000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,7472,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,surface_nets,4848,7.200000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,2424,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,dual_contouring,4848,7.200000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,2424,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,manifold_dual_contouring,4848,7.200000,0.600000,9,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,2424,1.400000
torus,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,crate_expected_euler,5,0.700000,0,subgrid_marching_tetrahedra,15104,7.200000,0.600000,5,2,1,true,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,0.600000,7552,1.400000
ball_drilled_g1,1,0,0,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,128,0.560000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,64,0.560000
ball_drilled_g1,1,0,0,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,128,0.560000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,64,0.560000
ball_drilled_g1,1,0,0,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,312,0.560000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,156,0.560000
ball_drilled_g1,1,0,0,true,5,64,8,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,128,0.560000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,56,0.560000
ball_drilled_g1,1,0,0,true,5,64,8,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,128,0.560000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,56,0.560000
ball_drilled_g1,1,0,0,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,128,0.560000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,64,0.560000
ball_drilled_g1,1,0,0,true,5,64,0,7,true,true,0,1.000000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,360,0.560000,0.560000,5,1,1,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,180,0.560000
ball_drilled_g1,1,0,0,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,288,0.840000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,144,0.560000
ball_drilled_g1,1,0,0,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,288,0.840000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,144,0.560000
ball_drilled_g1,1,0,0,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,720,0.840000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,360,0.560000
ball_drilled_g1,1,0,0,true,7,216,8,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,surface_nets,288,0.840000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,136,0.560000
ball_drilled_g1,1,0,0,true,7,216,8,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,288,0.840000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,136,0.560000
ball_drilled_g1,1,0,0,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,288,0.840000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,144,0.560000
ball_drilled_g1,1,0,0,true,7,216,0,7,true,true,0,0.666667,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,744,0.840000,0.560000,5,1,1,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,372,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,368,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,184,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,368,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,184,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,1152,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,576,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,368,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,184,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,368,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,184,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,368,1.120000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,184,0.560000
ball_drilled_g1,1,0,0,true,9,512,0,7,true,true,0,0.500000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,1272,1.120000,0.560000,5,1,1,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,636,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,592,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,296,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,592,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,296,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,1800,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,900,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,592,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,296,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,592,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,296,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,592,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,296,0.560000
ball_drilled_g1,1,0,0,true,11,1000,0,7,true,true,0,0.400000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,1824,1.400000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,912,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,896,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,448,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,896,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,448,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,2616,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1308,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,surface_nets,896,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,448,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,896,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,448,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,896,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,448,0.560000
ball_drilled_g1,1,0,0,true,13,1728,0,7,true,true,0,0.333333,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,2800,1.680000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1400,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,1712,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,856,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,1712,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,856,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,5096,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,2548,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,1712,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,856,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,40,dual_contouring,1712,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,856,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,40,manifold_dual_contouring,1712,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,856,0.560000
ball_drilled_g1,1,0,0,true,17,4096,0,7,true,true,0,0.250000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,5192,2.240000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,2596,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,2560,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1280,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,2560,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1280,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,7592,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3796,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,2560,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1280,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,2560,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1280,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,2560,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1280,0.560000
ball_drilled_g1,1,0,0,true,21,8000,0,7,true,true,0,0.200000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,7624,2.800000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3812,0.560000
ball_drilled_g1,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,3744,3.360000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1872,0.560000
ball_drilled_g1,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,3744,3.360000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1872,0.560000
ball_drilled_g1,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,11352,3.360000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,5676,0.560000
ball_drilled_g1,1,0,0,true,25,13824,8,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,surface_nets,3744,3.360000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1864,0.560000
ball_drilled_g1,1,0,0,true,25,13824,8,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,3744,3.360000,0.560000,5,1,1,false,false,none,inf,1,16,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1864,0.560000
ball_drilled_g1,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,3744,3.360000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,1872,0.560000
ball_drilled_g1,1,0,0,true,25,13824,0,7,true,true,0,0.166667,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,11376,3.360000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,5688,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,6720,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3360,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,6720,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3360,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,20352,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,10176,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,surface_nets,6720,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3360,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,6720,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3360,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,manifold_dual_contouring,6720,4.480000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,3360,0.560000
ball_drilled_g1,1,0,0,true,33,32768,0,7,true,true,0,0.125000,0,true,mayer_vietoris,5,0.450000,0,subgrid_marching_tetrahedra,20688,4.480000,0.560000,5,1,1,false,false,none,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,10344,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes,14944,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,7472,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_cubes+decider,14944,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,7472,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,marching_tetrahedra,45152,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,22576,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,surface_nets,14944,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,7472,0.560000
ball_drilled_g1,1,0,0,true,49,110592,0,7,true,true,0,0.083333,0,true,mayer_vietoris,5,0.450000,0,dual_contouring,14944,6.720000,0.560000,5,1,1,false,true,1,inf,1,0,5|7|9|11|13|17|21|25|33|49,inf,1.270000,7472,0.560000
